Index,Beats Per Minute (BPM),Energy,Danceability,Loudness (dB),Liveness,Valence,Length (Duration),Acousticness,Speechiness,Clusters
1012,107,74,55,-7,24,90,244.0,4,3,9
1013,68,45,44,-7,11,24,305.0,89,4,3
1014,127,79,48,-6,45,79,323.0,0,3,9
1015,121,37,51,-9,32,20,362.0,50,3,8
1016,108,70,68,-10,11,93,243.0,32,4,6
1017,119,83,48,-7,32,82,394.0,18,9,9
1018,106,72,82,-10,7,89,252.0,8,5,9
1019,135,28,30,-13,17,33,399.0,80,3,4
1020,81,71,45,-10,21,77,267.0,23,5,0
1021,123,65,55,-7,12,37,212.0,58,3,8
1022,107,57,59,-10,8,95,233.0,16,7,0
1023,177,78,39,-3,11,90,134.0,0,23,9
1024,100,75,56,-13,33,64,283.0,61,11,6
1025,142,70,46,-10,9,51,428.0,29,7,1
1026,104,41,79,-15,14,39,169.0,41,5,8
1027,109,88,62,-7,4,83,242.0,0,8,9
1028,121,69,78,-7,11,70,187.0,52,4,6
1029,118,17,43,-11,11,14,296.0,42,4,7
1030,140,42,32,-11,10,29,204.0,55,3,4
1031,112,76,49,-6,9,44,371.0,0,3,2
1032,173,87,33,-8,46,49,508.0,21,12,1
1033,135,94,59,-5,7,83,224.0,2,4,9
1034,178,34,39,-10,25,48,303.0,65,3,4
1035,135,31,41,-10,7,7,653.0,31,4,7
1036,159,84,29,-4,10,42,334.0,0,8,1
1037,81,50,69,-7,26,47,122.0,68,12,8
1038,152,67,55,-9,5,48,270.0,1,5,1
1039,148,48,81,-10,5,62,180.0,1,6,0
1040,64,46,27,-7,12,17,179.0,38,3,7
1041,177,32,29,-12,12,38,201.0,80,3,4
1042,112,71,37,-10,13,32,488.0,10,6,7
1043,94,32,48,-11,11,39,206.0,37,3,8
1044,172,84,20,-8,29,39,590.0,28,7,1
1045,102,63,68,-9,31,48,261.0,36,3,8
1046,200,42,29,-9,10,35,232.0,84,4,4
1047,96,21,57,-16,13,49,225.0,65,3,3
1048,104,97,39,-6,10,69,314.0,3,4,2
1049,130,70,48,-8,31,83,249.0,40,4,6
1050,104,54,71,-20,9,64,93.0,11,4,0
1051,123,52,72,-8,13,94,261.0,7,6,0
1052,89,75,61,-9,14,61,277.0,32,9,0
1053,184,9,39,-15,10,36,201.0,98,3,4
1054,91,73,49,-6,8,43,366.0,0,9,2
1055,119,72,67,-8,4,83,193.0,4,4,9
1056,127,71,67,-16,9,96,355.0,3,4,0
1057,135,89,50,-5,73,70,283.0,9,5,5
1058,133,43,39,-11,16,40,251.0,43,3,8
1059,107,69,69,-8,20,93,244.0,17,3,9
1060,91,82,53,-5,26,47,248.0,7,5,2
1061,106,80,67,-9,6,76,184.0,3,4,9
1062,175,66,39,-6,6,46,274.0,28,3,1
1063,125,68,46,-9,50,68,304.0,25,8,5
1064,80,48,59,-9,9,49,324.0,39,2,8
1065,105,50,70,-13,32,68,222.0,6,3,0
1066,137,69,55,-14,14,67,262.0,2,4,0
1067,76,52,73,-10,7,95,173.0,8,32,0
1068,133,49,52,-12,14,47,201.0,10,3,7
1069,77,56,66,-9,6,62,294.0,40,3,6
1070,111,74,60,-11,68,62,321.0,44,10,5
1071,93,46,81,-13,15,74,191.0,78,3,6
1072,98,93,42,-5,11,34,457.0,41,13,2
1073,148,91,27,-5,15,48,200.0,0,7,1
1074,177,48,65,-16,6,80,448.0,23,6,0
1075,129,45,75,-15,12,95,220.0,42,6,6
1076,119,64,91,-11,6,90,331.0,3,6,0
1077,98,65,69,-8,11,71,255.0,29,3,0
1078,117,93,52,-7,82,31,244.0,39,10,5
1079,139,45,59,-9,13,51,291.0,70,4,8
1080,134,98,32,-4,20,17,212.0,4,12,2
1081,127,60,62,-9,10,86,217.0,1,3,0
1082,148,87,73,-7,32,92,350.0,6,3,9
1083,156,87,56,-5,77,60,209.0,5,16,5
1084,102,33,34,-14,15,35,305.0,65,3,3
1085,125,39,48,-11,12,52,269.0,37,3,8
1086,92,61,63,-7,68,55,223.0,60,3,5
1087,134,75,62,-9,5,66,192.0,4,36,9
1088,96,70,49,-12,15,78,236.0,4,6,0
1089,90,26,25,-11,14,20,159.0,96,3,3
1090,123,78,61,-8,28,85,242.0,9,5,9
1091,114,35,50,-14,26,42,366.0,9,3,7
1092,105,38,84,-13,20,89,268.0,54,6,6
1093,88,69,43,-8,36,52,203.0,6,6,2
1094,96,90,47,-6,34,42,215.0,15,6,2
1095,83,67,43,-6,10,61,181.0,6,8,2
1096,93,72,53,-10,8,76,241.0,13,3,0
1097,77,57,54,-8,9,73,290.0,1,16,0
1098,137,34,54,-14,13,30,236.0,46,4,8
1099,110,71,80,-5,34,85,289.0,44,4,6
1100,91,82,67,-7,97,80,317.0,10,5,5
1101,122,56,78,-8,7,76,232.0,11,10,0
1102,123,80,44,-5,10,52,205.0,5,4,2
1103,121,38,76,-15,5,99,224.0,28,4,0
1104,95,85,60,-8,63,64,191.0,1,3,5
1105,115,85,73,-7,44,74,261.0,13,4,9
1106,122,72,36,-10,36,47,360.0,2,4,2
1107,101,88,78,-4,4,89,265.0,39,3,9
1108,135,27,55,-15,11,21,234.0,42,3,4
1109,131,87,70,-6,21,81,188.0,8,3,9
1110,118,62,65,-9,8,64,211.0,20,3,0
1111,67,12,16,-18,16,24,195.0,88,4,3
1112,121,57,80,-13,11,96,327.0,45,3,6
1113,127,37,47,-13,8,17,382.0,15,3,7
1114,116,91,57,-5,16,42,208.0,6,13,2
1115,104,39,69,-16,25,72,239.0,8,4,0
1116,134,23,35,-10,38,18,221.0,90,3,4
1117,120,76,63,-6,15,70,251.0,51,5,6
1118,128,85,77,-6,7,87,271.0,21,4,9
1119,120,49,75,-10,22,53,293.0,2,4,0
1120,151,81,58,-7,22,87,290.0,3,4,9
1121,112,30,59,-15,13,19,278.0,22,3,7
1122,155,94,48,-5,41,94,138.0,1,4,9
1123,84,56,53,-8,30,38,327.0,70,3,8
1124,136,86,72,-6,6,97,196.0,15,4,9
1125,105,36,63,-9,13,67,245.0,11,3,0
1126,113,21,38,-16,8,21,239.0,75,3,3
1127,77,70,41,-9,11,37,309.0,22,3,2
1128,75,66,53,-6,7,76,159.0,43,3,6
1129,104,37,55,-12,17,46,286.0,57,2,8
1130,132,76,80,-11,5,96,288.0,8,3,9
1131,169,84,47,-6,11,69,158.0,0,6,1
1132,127,78,71,-7,15,91,309.0,12,4,9
1133,129,23,42,-17,22,20,232.0,63,4,3
1134,131,67,58,-12,5,45,235.0,8,4,2
1135,119,82,88,-10,18,95,365.0,13,9,9
1136,134,80,65,-7,8,78,200.0,12,5,9
1137,156,97,31,-5,7,60,211.0,12,4,1
1138,125,67,42,-7,6,34,351.0,61,5,8
1139,146,34,51,-13,21,27,301.0,0,5,7
1140,116,87,64,-6,8,81,243.0,14,3,9
1141,118,53,67,-11,30,81,303.0,9,3,0
1142,119,60,83,-14,8,92,246.0,18,6,0
1143,82,52,48,-16,12,90,215.0,2,3,0
1144,115,73,71,-6,13,93,242.0,28,3,9
1145,120,66,79,-11,33,87,226.0,1,4,0
1146,167,74,49,-6,11,46,255.0,28,4,1
1147,106,68,63,-6,85,70,197.0,16,4,5
1148,114,54,81,-13,16,85,221.0,18,4,0
1149,122,57,87,-11,13,56,215.0,37,4,0
1150,133,64,55,-9,52,55,223.0,41,15,5
1151,101,75,36,-9,23,42,321.0,0,4,2
1152,125,93,62,-6,27,55,306.0,6,11,2
1153,117,54,59,-11,31,59,302.0,18,3,0
1154,81,62,63,-11,10,42,355.0,34,6,8
1155,127,79,46,-7,8,52,295.0,55,4,8
1156,140,98,32,-7,9,23,166.0,0,17,2
1157,110,53,93,-6,16,76,215.0,11,16,0
1158,188,70,31,-6,8,76,255.0,1,5,1
1159,87,57,60,-8,8,49,361.0,44,3,8
1160,116,26,67,-11,7,69,234.0,61,4,6
1161,127,77,53,-6,39,76,210.0,0,6,9
1162,77,76,60,-7,35,72,163.0,71,4,6
1163,133,72,68,-8,37,77,274.0,11,3,9
1164,169,70,44,-8,28,78,217.0,1,4,1
1165,129,84,65,-6,24,71,195.0,50,19,6
1166,117,92,64,-6,62,87,260.0,18,6,5
1167,151,32,38,-15,8,41,966.0,52,4,4
1168,127,38,56,-15,5,89,303.0,1,4,0
1169,137,69,49,-11,28,56,489.0,25,4,1
1170,133,38,51,-9,12,26,264.0,82,3,4
1171,120,74,71,-11,26,87,266.0,27,5,9
1172,178,29,30,-16,29,14,280.0,67,5,4
1173,103,72,92,-9,10,76,237.0,36,10,6
1174,105,78,55,-6,63,81,162.0,42,5,5
1175,194,93,49,-4,37,92,203.0,61,7,6
1176,118,63,76,-8,17,96,255.0,46,3,6
1177,82,45,51,-7,13,33,230.0,36,3,8
1178,175,72,31,-6,12,41,200.0,5,3,1
1179,170,28,47,-16,13,33,232.0,25,3,7
1180,136,92,37,-7,42,63,296.0,1,5,2
1181,145,89,64,-5,34,94,167.0,14,4,9
1182,110,89,64,-7,16,97,199.0,9,3,9
1183,151,43,63,-16,11,95,264.0,23,4,0
1184,179,36,53,-11,24,17,452.0,28,4,7
1185,131,53,87,-13,20,96,250.0,1,8,0
1186,119,88,72,-9,9,96,243.0,20,4,9
1187,143,76,56,-7,8,93,214.0,0,3,9
1188,131,42,88,-15,18,97,308.0,4,5,0
1189,140,51,80,-9,4,52,243.0,5,6,0
1190,121,32,50,-14,38,28,321.0,72,5,4
1191,190,24,45,-14,7,30,336.0,55,3,4
1192,119,75,50,-9,45,51,251.0,13,4,5
1193,108,39,80,-15,5,74,349.0,5,4,0
1194,94,38,56,-15,14,60,207.0,14,3,0
1195,82,77,56,-10,12,43,261.0,12,3,2
1196,122,93,63,-4,9,97,213.0,4,4,9
1197,82,40,65,-15,7,86,237.0,48,4,6
1198,117,79,61,-6,57,91,274.0,16,3,5
1199,145,51,52,-8,29,65,154.0,48,4,6
1200,76,24,18,-15,11,12,235.0,42,4,3
1201,121,73,40,-6,20,49,243.0,32,4,2
1202,118,74,73,-8,21,96,237.0,18,4,9
1203,172,60,53,-10,7,71,271.0,31,3,0
1204,79,35,62,-14,9,66,206.0,46,3,6
1205,93,37,67,-18,5,73,296.0,26,3,0
1206,125,59,38,-10,27,28,859.0,2,3,7
1207,114,71,67,-8,10,47,248.0,42,5,8
1208,112,32,38,-12,12,12,295.0,73,3,3
1209,84,10,55,-20,8,7,407.0,70,3,3
1210,117,65,92,-3,4,85,294.0,2,4,9
1211,174,94,25,-5,16,46,234.0,3,7,1
1212,119,76,66,-7,9,54,478.0,1,4,2
1213,112,42,82,-13,8,52,276.0,56,3,8
1214,78,51,38,-13,21,74,331.0,2,4,0
1215,111,42,56,-8,41,45,269.0,91,7,8
1216,115,60,62,-8,12,58,228.0,14,4,0
1217,141,66,58,-14,7,66,361.0,1,4,0
1218,119,73,87,-8,8,63,379.0,14,8,9
1219,204,41,62,-12,9,74,252.0,68,4,6
1220,114,19,69,-19,17,32,245.0,67,3,3
1221,107,66,45,-7,26,78,287.0,66,5,6
1222,159,57,35,-14,6,44,299.0,49,12,4
1223,170,70,75,-9,6,87,351.0,18,14,9
1224,98,94,62,-5,7,76,176.0,3,3,9
1225,125,55,44,-10,18,49,251.0,13,4,7
1226,73,26,52,-14,14,20,213.0,76,3,3
1227,94,60,81,-10,6,75,239.0,12,6,0
1228,170,35,56,-14,20,72,247.0,43,3,6
1229,93,51,62,-10,26,69,246.0,54,3,6
1230,114,71,57,-9,16,67,333.0,35,3,6
1231,113,83,74,-6,38,82,189.0,8,12,9
1232,127,82,89,-5,13,96,239.0,23,4,9
1233,122,92,85,-4,6,90,362.0,2,4,9
1234,121,67,60,-7,26,56,264.0,62,3,6
1235,159,54,58,-8,8,55,259.0,5,3,1
1236,176,26,31,-19,7,19,423.0,15,3,7
1237,101,94,54,-7,4,74,279.0,40,5,9
1238,117,45,82,-10,7,74,254.0,54,3,6
1239,83,88,56,-9,38,67,408.0,38,6,9
1240,95,56,57,-7,11,50,232.0,10,5,2
1241,125,71,69,-7,12,88,217.0,23,3,9
1242,177,90,50,-7,14,77,183.0,36,18,9
1243,115,74,65,-7,15,63,458.0,1,6,9
1244,134,63,65,-10,11,87,257.0,2,3,0
1245,125,80,74,-6,26,89,269.0,18,4,9
1246,120,79,54,-6,17,48,290.0,0,3,2
1247,122,65,60,-11,13,71,201.0,3,6,0
1248,127,96,65,-11,64,94,335.0,4,5,5
1249,105,40,61,-15,5,71,244.0,10,3,0
1250,61,25,49,-14,10,6,251.0,41,4,3
1251,127,63,43,-12,11,74,220.0,3,4,0
1252,129,94,70,-3,60,79,198.0,7,5,5
1253,117,35,72,-11,11,64,197.0,20,4,0
1254,127,52,55,-13,11,60,287.0,34,3,0
1255,143,76,60,-12,10,84,409.0,6,5,9
1256,129,72,60,-8,8,56,308.0,50,4,6
1257,132,7,19,-24,11,4,148.0,95,4,3
1258,177,80,54,-9,8,89,220.0,7,3,9
1259,147,95,26,-6,99,61,287.0,0,10,5
1260,126,76,65,-8,23,61,295.0,1,3,9
1261,120,80,71,-5,35,73,238.0,22,3,9
1262,117,71,66,-9,65,81,266.0,3,5,5
1263,90,14,27,-16,9,13,211.0,93,4,3
1264,92,73,67,-7,19,89,253.0,23,4,9
1265,124,46,93,-9,6,76,256.0,14,31,0
1266,105,79,58,-7,6,91,226.0,1,3,9
1267,113,45,37,-10,69,19,521.0,4,3,7
1268,132,82,70,-7,35,83,340.0,44,3,6
1269,171,34,28,-13,13,23,277.0,72,3,4
1270,139,83,51,-6,7,77,216.0,2,4,9
1271,112,50,74,-8,19,66,348.0,18,4,0
1272,137,74,43,-9,10,23,294.0,0,3,2
1273,99,68,37,-9,9,34,368.0,1,3,2
1274,89,45,62,-14,7,87,156.0,59,3,6
1275,106,84,46,-7,78,71,228.0,0,3,5
1276,113,93,26,-7,11,28,417.0,0,11,2
1277,149,94,53,-6,19,50,241.0,1,4,2
1278,137,48,49,-9,24,33,227.0,42,3,8
1279,126,99,73,-5,44,84,353.0,1,5,9
1280,81,47,48,-10,13,42,305.0,19,3,7
1281,122,95,40,-6,10,58,279.0,0,6,2
1282,81,61,58,-10,11,46,278.0,16,6,7
1283,117,34,65,-12,7,39,280.0,49,4,8
1284,111,85,64,-8,68,84,241.0,22,4,5
1285,123,16,46,-17,18,10,333.0,38,3,3
1286,177,55,52,-14,18,91,289.0,50,4,6
1287,115,57,59,-10,9,47,434.0,36,4,8
1288,129,92,74,-5,8,93,306.0,11,4,9
1289,110,31,40,-10,37,28,260.0,34,3,7
1290,118,82,78,-7,8,91,358.0,6,3,9
1291,117,96,57,-5,12,98,255.0,5,3,9
1292,126,80,63,-8,40,87,232.0,20,3,9
1293,140,59,38,-7,12,34,243.0,5,3,1
1294,135,58,69,-11,12,94,302.0,29,3,0
1295,135,75,73,-10,20,64,179.0,9,3,9
1296,86,42,30,-9,23,33,262.0,22,3,7
1297,196,93,31,-6,11,38,280.0,2,13,1
1298,82,57,62,-12,6,90,231.0,27,4,0
1299,79,27,34,-16,26,14,210.0,61,3,3
1300,127,81,56,-6,29,64,233.0,1,3,9
1301,81,25,39,-11,10,20,177.0,79,4,3
1302,115,78,62,-9,22,63,252.0,7,3,9
1303,110,8,52,-20,10,10,408.0,75,3,3
1304,98,41,75,-15,34,24,286.0,7,4,7
1305,115,70,68,-13,5,69,237.0,33,4,0
1306,130,62,54,-13,37,20,208.0,0,4,7
1307,144,91,59,-8,60,93,244.0,15,4,5
1308,115,68,43,-7,21,51,229.0,5,3,2
1309,191,93,40,-7,9,73,408.0,0,6,1
1310,154,95,35,-5,56,86,240.0,0,5,5
1311,79,44,22,-9,12,13,419.0,50,4,7
1312,106,66,65,-10,19,45,356.0,45,5,8
1313,134,66,67,-9,6,66,506.0,5,4,0
1314,90,55,50,-13,10,45,244.0,45,3,8
1315,172,94,46,-7,12,80,252.0,44,11,9
1316,84,90,57,-8,9,88,225.0,2,5,9
1317,129,46,78,-14,22,66,195.0,46,4,6
1318,103,91,57,-4,13,56,289.0,8,4,2
1319,86,51,71,-9,10,52,270.0,58,3,8
1320,108,55,63,-13,6,20,299.0,72,6,8
1321,113,25,68,-17,8,81,310.0,70,3,6
1322,117,47,73,-13,14,58,284.0,17,4,0
1323,87,66,63,-9,7,75,343.0,12,3,0
1324,112,80,65,-12,10,54,251.0,35,5,0
1325,109,60,82,-9,9,55,246.0,13,3,0
1326,116,28,44,-18,18,20,238.0,46,4,3
1327,131,82,60,-14,13,74,205.0,12,4,9
1328,121,67,76,-13,7,91,215.0,21,4,0
1329,123,41,70,-14,14,26,394.0,72,3,8
1330,110,71,66,-8,15,63,259.0,4,3,9
1331,94,13,60,-21,11,11,511.0,93,3,3
1332,185,52,73,-11,8,96,203.0,7,12,0
1333,114,46,69,-12,6,70,312.0,25,3,0
1334,99,50,29,-14,11,44,344.0,13,4,7
1335,98,94,51,-10,14,50,394.0,17,4,2
1336,110,47,66,-16,5,66,238.0,2,3,0
1337,131,31,50,-16,12,25,291.0,48,3,4
1338,143,83,54,-6,17,71,178.0,11,3,9
1339,174,61,76,-13,11,86,189.0,8,7,0
1340,125,6,41,-22,10,18,240.0,67,4,3
1341,73,45,53,-15,7,29,427.0,19,4,7
1342,180,95,44,-8,39,36,258.0,3,6,1
1343,117,67,60,-8,11,30,224.0,4,3,2
1344,119,81,62,-8,5,58,354.0,47,5,6
1345,105,83,54,-9,15,56,515.0,0,4,2
1346,90,100,28,-4,15,10,291.0,0,16,2
1347,123,89,53,-4,29,80,249.0,8,3,9
1348,118,71,73,-9,8,85,291.0,63,3,6
1349,161,26,54,-16,8,36,394.0,83,5,4
1350,104,6,49,-24,10,6,409.0,83,4,3
1351,130,78,67,-6,12,70,264.0,2,4,9
1352,118,84,54,-7,6,19,310.0,6,6,2
1353,101,31,61,-15,6,28,302.0,70,3,3
1354,123,13,50,-18,36,21,401.0,35,8,7
1355,128,76,78,-8,8,82,280.0,18,5,9
1356,82,42,44,-17,7,55,237.0,1,4,0
1357,115,91,63,-7,23,81,287.0,4,4,9
1358,92,80,53,-8,4,94,269.0,0,3,9
1359,136,77,52,-6,14,88,245.0,4,3,9
1360,123,96,54,-3,34,81,223.0,7,5,9
1361,77,29,55,-17,4,49,256.0,33,3,8
1362,120,92,46,-7,34,33,311.0,4,26,2
1363,111,68,79,-10,22,88,349.0,78,4,6
1364,114,77,56,-9,21,43,338.0,7,4,2
1365,75,53,44,-8,34,35,247.0,4,3,7
1366,111,27,90,-12,5,74,226.0,1,9,0
1367,134,38,44,-16,7,30,192.0,66,3,4
1368,150,80,25,-4,31,25,309.0,13,4,1
1369,172,14,39,-17,10,26,226.0,79,4,4
1370,135,90,40,-5,54,84,193.0,7,4,5
1371,115,8,67,-27,17,28,228.0,67,4,3
1372,174,54,65,-13,19,90,255.0,12,3,0
1373,111,86,56,-8,23,94,418.0,0,3,9
1374,120,32,43,-21,98,52,193.0,20,17,5
1375,96,68,64,-8,4,47,312.0,4,4,2
1376,132,93,64,-6,13,90,271.0,14,3,9
1377,111,69,58,-12,14,53,298.0,61,3,8
1378,106,58,76,-13,6,94,310.0,1,5,0
1379,82,28,52,-18,26,41,230.0,6,3,7
1380,88,63,53,-13,8,75,228.0,6,5,0
1381,89,65,62,-9,7,63,330.0,6,4,0
1382,134,86,50,-6,8,42,209.0,1,7,2
1383,91,27,40,-16,26,29,228.0,88,7,3
1384,110,31,67,-14,11,27,353.0,41,3,8
1385,113,95,65,-7,29,61,286.0,1,4,9
1386,131,88,66,-6,7,84,210.0,34,3,9
1387,96,32,61,-15,14,29,209.0,63,5,3
1388,125,95,45,-5,11,62,356.0,9,5,2
1389,110,43,54,-12,14,11,296.0,0,3,7
1390,126,72,49,-10,16,29,338.0,1,4,2
1391,101,77,56,-9,9,66,277.0,1,4,9
1392,100,98,27,-6,18,40,406.0,2,10,2
1393,82,20,32,-21,9,29,236.0,91,4,3
1394,102,35,67,-18,9,65,267.0,40,4,0
1395,116,31,32,-9,44,18,391.0,48,3,4
1396,124,99,45,-4,27,32,273.0,2,9,2
1397,99,51,60,-11,11,60,274.0,20,2,0
1398,118,98,85,-4,31,60,258.0,25,8,9
1399,120,30,46,-13,11,33,355.0,69,3,4
1400,115,49,73,-11,9,73,227.0,26,3,0
1401,140,90,23,-7,96,49,239.0,0,6,5
1402,175,45,42,-13,10,17,219.0,64,4,4
1403,198,52,70,-7,8,55,303.0,1,10,1
1404,85,50,42,-11,6,27,206.0,55,3,8
1405,97,69,67,-6,17,28,186.0,5,3,2
1406,90,82,29,-7,16,24,275.0,1,4,2
1407,121,8,50,-22,11,13,252.0,97,5,3
1408,118,67,75,-13,32,70,304.0,2,4,0
1409,87,35,39,-7,17,44,142.0,86,3,3
1410,113,94,73,-12,15,92,213.0,14,4,9
1411,95,20,54,-19,33,23,257.0,86,3,3
1412,119,82,71,-9,9,87,291.0,21,5,9
1413,156,41,45,-11,12,32,245.0,74,3,4
1414,129,16,63,-21,12,18,239.0,93,3,3
1415,114,85,88,-5,14,54,298.0,5,15,9
1416,128,84,49,-5,35,56,198.0,0,4,2
1417,114,89,79,-4,7,39,247.0,0,4,2
1418,134,45,60,-13,10,78,174.0,1,3,0
1419,99,64,44,-7,64,25,286.0,53,6,5
1420,125,70,63,-11,12,80,232.0,19,3,0
1421,119,63,71,-10,10,63,222.0,3,3,0
1422,113,84,71,-8,30,86,246.0,16,4,9
1423,126,73,70,-12,3,95,255.0,15,3,9
1424,127,86,54,-6,25,29,299.0,25,4,2
1425,153,64,36,-10,13,45,272.0,1,4,1
1426,106,52,72,-12,21,82,288.0,71,3,6
1427,206,89,38,-9,3,80,247.0,3,4,1
1428,180,76,26,-7,23,43,284.0,6,4,1
1429,153,74,45,-10,23,94,201.0,2,6,9
1430,169,83,55,-11,22,91,241.0,9,3,9
1431,105,55,75,-7,13,45,233.0,46,10,8
1432,125,47,60,-14,11,53,318.0,70,3,8
1433,103,69,44,-9,42,43,446.0,0,6,2
1434,104,29,71,-16,13,19,297.0,31,4,7
1435,120,34,82,-16,50,79,254.0,14,4,0
1436,127,39,74,-17,9,59,382.0,38,3,0
1437,102,65,56,-13,6,60,269.0,23,3,0
1438,141,98,31,-3,26,63,211.0,9,10,1
1439,102,72,59,-13,93,72,255.0,20,5,5
1440,181,62,61,-17,45,96,210.0,24,8,0
1441,110,53,52,-14,5,35,252.0,7,3,7
1442,101,84,60,-13,6,64,324.0,4,4,0
1443,125,69,63,-10,16,89,218.0,12,3,9
1444,132,63,55,-12,37,79,186.0,3,3,0
1445,186,44,24,-11,7,40,390.0,11,3,1
1446,142,18,44,-16,24,35,358.0,84,3,4
1447,125,28,53,-14,18,6,659.0,24,3,7
1448,116,67,65,-11,13,59,254.0,5,4,0
1449,129,74,48,-10,5,60,218.0,1,8,2
1450,98,41,58,-16,6,53,310.0,13,3,0
1451,115,31,69,-17,10,56,266.0,80,3,3
1452,86,58,54,-5,11,34,328.0,11,3,2
1453,119,65,32,-6,24,47,272.0,50,3,8
1454,98,42,52,-13,7,31,330.0,58,3,8
1455,122,31,72,-19,9,51,335.0,9,4,0
1456,74,42,69,-11,8,47,193.0,8,3,0
1457,125,76,64,-12,13,64,219.0,1,5,0
1458,103,69,52,-11,11,93,229.0,10,3,0
1459,115,77,68,-6,25,71,200.0,11,3,9
1460,82,38,68,-10,10,23,337.0,42,3,8
1461,84,37,45,-16,8,26,274.0,48,3,3
1462,115,56,78,-11,7,94,292.0,7,3,0
1463,115,69,57,-11,5,57,377.0,60,28,6
1464,102,56,78,-7,6,37,322.0,74,3,8
1465,90,41,63,-13,31,70,291.0,6,3,0
1466,132,88,49,-5,37,52,282.0,0,3,2
1467,119,91,28,-6,18,26,270.0,3,11,2
1468,92,84,41,-6,37,39,242.0,3,5,2
1469,142,85,53,-12,30,91,239.0,31,4,9
1470,139,52,51,-6,12,23,243.0,38,3,8
1471,144,48,34,-10,14,18,260.0,28,3,7
1472,94,56,72,-11,6,59,250.0,19,3,0
1473,104,74,66,-10,12,75,330.0,11,3,9
1474,90,86,57,-6,36,31,248.0,6,9,2
1475,147,18,36,-19,10,25,233.0,13,3,7
1476,87,33,63,-15,13,64,229.0,83,3,3
1477,130,68,64,-12,5,71,225.0,1,4,0
1478,102,25,96,-13,4,80,228.0,16,6,0
1479,160,61,43,-8,6,37,391.0,2,3,1
1480,102,59,77,-12,27,72,262.0,12,3,0
1481,126,67,51,-5,31,36,328.0,29,3,2
1482,94,35,64,-9,11,20,204.0,49,3,8
1483,84,45,62,-13,6,57,256.0,21,3,0
1484,153,45,69,-13,7,70,342.0,3,4,0
1485,174,89,36,-7,13,26,294.0,2,12,1
1486,91,37,75,-10,11,47,287.0,27,3,8
1487,145,97,71,-5,36,90,288.0,8,5,9
1488,172,80,21,-7,36,68,377.0,1,4,1
1489,132,29,55,-12,4,12,395.0,33,3,7
1490,115,88,66,-4,27,88,292.0,18,3,9
1491,140,81,61,-8,22,82,210.0,34,3,9
1492,116,39,65,-12,32,60,177.0,2,3,0
1493,92,65,48,-6,55,54,301.0,16,3,5
1494,120,79,70,-7,33,56,238.0,19,4,9
1495,108,57,66,-10,12,50,240.0,24,3,0
1496,134,82,72,-6,85,87,322.0,3,5,5
1497,134,89,50,-5,22,26,293.0,0,4,2
1498,120,32,74,-13,8,29,193.0,72,3,8
1499,113,81,64,-8,8,82,257.0,16,3,9
1500,170,39,19,-14,12,32,371.0,26,4,7
1501,152,52,45,-10,10,25,312.0,32,4,7
